material_thermal_conductivity,material_cost_per_kg,material_density,llm_current_cooling_type,llm_ambient_temperature,llm_thermal_output,predicted_pue,predicted_throughput_gain
180.0,3.5,2700,0,18.011518875940737,744.5080380348239,1.6232,1.3965
180.0,3.5,2700,2,23.13984308356234,477.35325875367874,1.4005,5.4451
180.0,3.5,2700,2,29.56058225567134,729.708963168468,1.3965,3.562
180.0,3.5,2700,0,30.568938655232017,672.9134146993322,1.6395,1.5451
180.0,3.5,2700,0,18.529464174821147,423.27648845626015,1.6114,2.4563
180.0,3.5,2700,1,21.816801139766504,691.2067340288313,1.4761,2.7075
180.0,3.5,2700,1,26.47021920536902,378.47082975572846,1.478,4.9448
180.0,3.5,2700,0,18.53537648892585,462.6702480674993,1.6193,2.2472
180.0,3.5,2700,2,28.29401505699417,618.4523262655364,1.3644,4.2028
180.0,3.5,2700,2,22.63061142278763,562.5060687704049,1.3502,4.6208
180.0,3.5,2700,2,21.948129321804824,355.71953953815733,1.3917,7.307
180.0,3.5,2700,0,19.570809745046244,441.7830145898367,1.6123,2.3534
180.0,3.5,2700,2,24.343899621854497,459.6244712533067,1.3934,5.6552
180.0,3.5,2700,0,29.58930710461883,371.47719638997347,1.6308,2.7988
180.0,3.5,2700,2,24.317104038565454,418.0671018302708,1.3256,6.2173
180.0,3.5,2700,2,31.704204414695536,636.6629565449439,1.409,4.0826
180.0,3.5,2700,1,25.692188284710078,533.7944493000845,1.4975,3.506
180.0,3.5,2700,0,19.475734612370232,687.4287257538508,1.6385,1.5124
180.0,3.5,2700,1,25.313094976735265,428.859177520275,1.5055,4.3638
180.0,3.5,2700,1,20.366466090735965,676.5112855712614,1.482,2.7663
180.0,3.5,2700,1,22.388551357837542,640.2075774743187,1.4933,2.9232
180.0,3.5,2700,0,22.4038454896251,487.7335629671097,1.6398,2.1317
180.0,3.5,2700,0,18.89419915283678,460.1148285929005,1.6328,2.2597
180.0,3.5,2700,2,22.773579247988785,746.2617154844056,1.3981,3.483
180.0,3.5,2700,2,26.485868640956447,601.4190844037213,1.3465,4.3219
180.0,3.5,2700,0,21.659682298656975,636.9817127789721,1.6178,1.6322
180.0,3.5,2700,0,18.51940957103458,456.94792401860565,1.6153,2.2753
180.0,3.5,2700,0,25.910966676206748,521.9782230547315,1.6223,1.9918
180.0,3.5,2700,1,23.711358129162555,386.9926403802997,1.5168,4.8359
180.0,3.5,2700,0,27.738413387949983,577.6168765563904,1.6126,1.8
180.0,3.5,2700,2,24.849088176773986,472.554320390476,1.3423,5.5004
180.0,3.5,2700,1,29.218958329636834,493.21048116616385,1.5146,3.7944
180.0,3.5,2700,1,22.485999473250182,435.04413826762004,1.4883,4.3018
180.0,3.5,2700,0,30.85108695029343,707.8813965211225,1.6128,1.4687
180.0,3.5,2700,1,23.675007335690346,469.1015216656828,1.4834,3.9895
180.0,3.5,2700,2,21.538707374044463,397.3233681619796,1.4081,6.5419
180.0,3.5,2700,0,20.295063147331554,579.8362451271998,1.6314,1.7931
180.0,3.5,2700,0,23.535587052069246,608.9865356633369,1.6184,1.7073
180.0,3.5,2700,1,20.931079503427373,488.78751499964926,1.5088,3.8288
180.0,3.5,2700,1,23.23355608904667,370.9333321080956,1.4977,5.0453
180.0,3.5,2700,2,23.16712092481389,461.29347162552426,1.3289,5.6347
180.0,3.5,2700,2,22.517505937593885,557.2166869107957,1.3503,4.6647
180.0,3.5,2700,1,28.42268994518086,621.9532326332296,1.5009,3.009
180.0,3.5,2700,1,24.05265877888364,669.4195406858655,1.5181,2.7956
180.0,3.5,2700,1,29.296206077126975,570.127270930613,1.4726,3.2825
180.0,3.5,2700,1,30.87886956228649,395.8524199099097,1.5136,4.7277
180.0,3.5,2700,0,26.03809016035799,482.79298427996105,1.6203,2.1535
180.0,3.5,2700,0,28.622190012178137,385.9724562078824,1.6436,2.6937
180.0,3.5,2700,0,26.40220848455411,454.78957774332014,1.616,2.2861
180.0,3.5,2700,1,30.220250026634865,683.6782741493282,1.4608,2.7373
180.0,3.5,2700,2,21.84823206755945,462.63789729098653,1.338,5.6183
180.0,3.5,2700,0,20.523552523283712,367.39977778069135,1.6224,2.8299
180.0,3.5,2700,0,20.211815134365672,357.3303925787458,1.626,2.9096
180.0,3.5,2700,1,25.820816847069835,703.2529112836357,1.5084,2.6611
180.0,3.5,2700,0,24.53162361814261,677.8097196254864,1.6249,1.5339
180.0,3.5,2700,1,31.019349885452353,475.26120721438843,1.5148,3.9377
180.0,3.5,2700,1,22.302211283927967,583.0906068874128,1.4832,3.2096
180.0,3.5,2700,2,21.949017822352147,381.7287425065579,1.3828,6.8092
180.0,3.5,2700,0,31.45731021743436,693.2749431664715,1.6317,1.4997
180.0,3.5,2700,0,22.48118409021493,720.4164997875627,1.6157,1.4432
180.0,3.5,2700,2,23.101814338149556,528.7245839983154,1.3661,4.9161
180.0,3.5,2700,0,27.041748589503747,635.3727552431908,1.6362,1.6364
180.0,3.5,2700,0,29.27042518915612,737.3345042052465,1.6384,1.4101
180.0,3.5,2700,2,23.21841919151984,505.00771520023875,1.3349,5.1469
180.0,3.5,2700,2,25.444132949261892,526.1631934771372,1.329,4.94
180.0,3.5,2700,0,31.74844420675681,690.272800529048,1.6167,1.5062
180.0,3.5,2700,0,31.08638299647726,696.6759330292678,1.6375,1.4924
180.0,3.5,2700,1,19.725851633251132,650.1129890653685,1.4752,2.8787
180.0,3.5,2700,2,31.97729211905415,381.1921269941568,1.3683,6.8187
180.0,3.5,2700,0,24.576426756213394,424.76672690265514,1.6416,2.4477
180.0,3.5,2700,1,28.86450665242926,643.6465631217454,1.4779,2.9076
180.0,3.5,2700,1,21.350298200058976,747.526667038147,1.4733,2.5035
180.0,3.5,2700,0,29.284097338974014,538.1473513832028,1.6148,1.932
180.0,3.5,2700,0,24.998236043403733,735.9518263897874,1.6258,1.4127
180.0,3.5,2700,2,23.011536379481367,685.179603573181,1.3662,3.7935
180.0,3.5,2700,2,30.017559106659316,595.2928649848482,1.3672,4.3663
180.0,3.5,2700,0,26.17524291408024,377.450809021886,1.6372,2.7545
180.0,3.5,2700,1,23.434172033775575,623.7106453740055,1.5097,3.0005
180.0,3.5,2700,2,24.285271854787503,620.5257568849677,1.3934,4.1888
180.0,3.5,2700,0,29.564315606268046,640.5103263770366,1.6269,1.6232
180.0,3.5,2700,2,30.81306423333976,549.2361793993479,1.3567,4.7325
180.0,3.5,2700,1,21.42685243185745,494.6761177185022,1.4595,3.7832
180.0,3.5,2700,0,21.240187495463786,360.98202252218874,1.6225,2.8802
180.0,3.5,2700,2,22.13237693038553,649.7189632427649,1.4042,4.0006
180.0,3.5,2700,1,30.218014566348206,428.82011275009097,1.5027,4.3642
180.0,3.5,2700,1,31.270579112707622,643.2898237642858,1.5154,2.9092
180.0,3.5,2700,2,28.728124707459997,583.9502849812534,1.3463,4.4511
180.0,3.5,2700,2,29.56114165859031,689.8468339015343,1.3805,3.7679
180.0,3.5,2700,1,30.81104442979525,745.5894355758833,1.5092,2.51
180.0,3.5,2700,0,30.031374753889878,490.1813826954557,1.6165,2.1211
180.0,3.5,2700,1,22.11662787304002,411.20444518421914,1.4824,4.5512
180.0,3.5,2700,0,19.355364989261297,693.4518403570963,1.6198,1.4993
180.0,3.5,2700,1,22.40299558010345,463.0451215178921,1.4994,4.0416
180.0,3.5,2700,0,31.321885391497787,710.4291479945763,1.6149,1.4635
180.0,3.5,2700,1,29.029084278684053,401.9466232677431,1.4799,4.656
180.0,3.5,2700,1,28.189071052656402,446.3833593767424,1.4783,4.1925
180.0,3.5,2700,0,31.085870236389802,662.0171581473658,1.6103,1.5705
180.0,3.5,2700,1,29.652675454574933,401.60813161237604,1.4996,4.6599
180.0,3.5,2700,2,30.84428180721376,605.4729287140008,1.3883,4.2929
180.0,3.5,2700,1,28.033615194795374,749.3357087432373,1.4586,2.4975
180.0,3.5,2700,2,26.098232724195277,361.3366992855002,1.3353,7.1934
180.0,3.5,2700,0,25.74107205019121,512.2637242222345,1.6117,2.0296
180.0,3.5,2700,2,27.676336652970775,610.8660918118826,1.3572,4.255
180.0,3.5,2700,1,25.35041737457231,647.9351276505686,1.5,2.8883
180.0,3.5,2700,0,23.89345011311598,493.2978317602185,1.6325,2.1077
180.0,3.5,2700,1,29.62794722253535,730.3155771031006,1.4732,2.5625
180.0,3.5,2700,1,19.249694240831268,515.0553726672211,1.4928,3.6335
180.0,3.5,2700,2,23.176254312073414,371.8038008927092,1.3886,6.9909
180.0,3.5,2700,2,29.22565223149072,476.5584404191271,1.3731,5.4542
180.0,3.5,2700,1,27.293776026983394,485.7464662473502,1.4593,3.8527
180.0,3.5,2700,0,20.251768977142515,605.9043102259151,1.6211,1.7159
180.0,3.5,2700,2,24.154575080372766,707.8030866507008,1.3347,3.6723
180.0,3.5,2700,0,27.483871652419733,377.78157713112154,1.6153,2.7521
180.0,3.5,2700,1,19.898536477614115,713.0163984359534,1.4965,2.6247
180.0,3.5,2700,1,21.47213089645433,732.965212629689,1.4909,2.5533
180.0,3.5,2700,1,21.026071785563147,561.1220245001924,1.4972,3.3352
180.0,3.5,2700,0,27.79938610886157,608.344704374028,1.6143,1.7091
180.0,3.5,2700,1,30.413662922971216,483.1533950283271,1.4702,3.8734
180.0,3.5,2700,0,19.53336567381132,351.9979127326265,1.6377,2.9537
180.0,3.5,2700,1,20.0028190681214,497.1545812799503,1.4606,3.7643
180.0,3.5,2700,1,25.023222259183548,602.4798899620463,1.5082,3.1063
180.0,3.5,2700,2,31.6176305732316,438.20234979674103,1.3732,5.9316
180.0,3.5,2700,0,26.803865659008,597.3863601013247,1.6416,1.7404
180.0,3.5,2700,2,24.78174889980722,722.7482753435742,1.4046,3.5963
180.0,3.5,2700,1,30.461701013599605,717.9705651334082,1.4979,2.6066
180.0,3.5,2700,2,24.087473077328006,516.9871922365633,1.3768,5.0277
180.0,3.5,2700,1,20.28551083061869,370.86330026375936,1.4792,5.0462
180.0,3.5,2700,1,29.016827753563945,448.46348375228854,1.4925,4.173
180.0,3.5,2700,2,18.3596940132021,418.3272546041889,1.3953,6.2134
180.0,3.5,2700,2,30.14859542779725,689.5666964213742,1.386,3.7694
180.0,3.5,2700,0,20.71593456490675,597.9955102956175,1.6196,1.7386
180.0,3.5,2700,2,21.701400469545185,375.08951031271715,1.3345,6.9297
180.0,3.5,2700,0,30.058018852464315,585.4594840203046,1.6146,1.7759
180.0,3.5,2700,1,22.649136723723164,443.40672358136635,1.5049,4.2206
180.0,3.5,2700,2,28.41475887754354,425.6254109025451,1.3681,6.1069
180.0,3.5,2700,0,21.291107995199773,728.7334203819471,1.6236,1.4267
180.0,3.5,2700,1,22.747742494978496,578.4297275068124,1.5159,3.2354
180.0,3.5,2700,2,22.614555180353346,662.2101943472286,1.344,3.9251
180.0,3.5,2700,2,27.24750109429928,571.7011761935065,1.3963,4.5465
180.0,3.5,2700,2,24.939844914286155,629.1760268245255,1.3994,4.1312
180.0,3.5,2700,0,23.60110970831857,536.0072398229914,1.6249,1.9397
180.0,3.5,2700,1,22.62884914083164,440.75589433373125,1.5026,4.246
180.0,3.5,2700,2,19.126004098978502,738.5666605358234,1.3609,3.5193
180.0,3.5,2700,1,24.061093727286682,732.7489849706537,1.4769,2.554
180.0,3.5,2700,0,18.895762684289057,398.6816670217479,1.6096,2.6078
180.0,3.5,2700,1,20.764198696673148,628.3874446415282,1.4596,2.9782
180.0,3.5,2700,2,31.46845047594075,695.1249363872682,1.3493,3.7393
180.0,3.5,2700,1,20.75302306986782,711.2803604248679,1.4857,2.6311
180.0,3.5,2700,1,27.11342280319206,597.4251620081326,1.4649,3.1325
180.0,3.5,2700,0,25.417645015898877,621.8011671337878,1.6255,1.6721
180.0,3.5,2700,1,26.79523257179953,604.4552719856831,1.478,3.0961
180.0,3.5,2700,0,22.322702360042427,463.7540342693626,1.6231,2.2419
180.0,3.5,2700,2,23.111790197217132,534.6090351678392,1.4002,4.862
180.0,3.5,2700,0,31.711765886742906,400.74072820355286,1.6374,2.5944
180.0,3.5,2700,2,23.89948519053847,604.2119417574187,1.3239,4.3019
180.0,3.5,2700,2,24.733456151509593,718.8090703948865,1.3529,3.616
180.0,3.5,2700,0,30.04982413774647,483.3378815677586,1.6243,2.1511
180.0,3.5,2700,2,20.625297147853903,632.1569630774985,1.3934,4.1117
180.0,3.5,2700,0,29.52839023356615,424.26700357886125,1.6279,2.4506
180.0,3.5,2700,2,18.820916699759618,714.1660730419487,1.3308,3.6396
180.0,3.5,2700,2,24.525452419099103,519.8842307558443,1.3534,4.9997
180.0,3.5,2700,2,19.355073754585987,604.6716327217206,1.3938,4.2986
180.0,3.5,2700,1,30.986525045815736,566.5954724082499,1.4966,3.303
180.0,3.5,2700,0,27.80185881382722,598.6158707078173,1.6393,1.7368
180.0,3.5,2700,1,27.13495353878858,365.60364139685197,1.4878,5.1188
180.0,3.5,2700,1,25.093386055212576,711.0609792783721,1.491,2.6319
180.0,3.5,2700,0,19.246519981892185,635.6876011735616,1.6222,1.6356
180.0,3.5,2700,0,24.108234609053113,478.27952831277685,1.6375,2.1738
180.0,3.5,2700,0,22.231286166577547,513.3270887083445,1.6358,2.0254
180.0,3.5,2700,2,28.53683372045899,527.1542271771805,1.3383,4.9307
180.0,3.5,2700,2,26.564386661845894,350.9052113519751,1.3952,7.4073
180.0,3.5,2700,0,29.433043938724907,417.48439021762715,1.6105,2.4904
180.0,3.5,2700,0,24.5379603381615,526.1686492889103,1.6349,1.976
180.0,3.5,2700,2,27.95543341607018,426.8467284251076,1.3942,6.0894
180.0,3.5,2700,2,27.413712690447653,434.212937675647,1.3843,5.9861
180.0,3.5,2700,1,19.582188257873213,679.7415770301809,1.5118,2.7532
180.0,3.5,2700,0,20.294391730353425,513.61495471272,1.6239,2.0243
180.0,3.5,2700,2,21.810809684526095,528.9900823173764,1.4085,4.9136
180.0,3.5,2700,0,24.581924118614857,550.9141899162157,1.6135,1.8872
180.0,3.5,2700,2,20.778582842008753,375.43786420518035,1.3263,6.9232
180.0,3.5,2700,0,24.080718045096738,660.0820154614282,1.6131,1.5751
180.0,3.5,2700,0,31.474354008499887,625.9778945136679,1.6259,1.6609
180.0,3.5,2700,1,20.714087011507402,437.72219701532504,1.4891,4.2754
180.0,3.5,2700,2,20.449543156943726,513.711155645866,1.3335,5.0597
180.0,3.5,2700,1,30.47444278191308,438.9441667929385,1.4692,4.2635
180.0,3.5,2700,2,31.937317418149334,521.312470851612,1.325,4.986
180.0,3.5,2700,1,31.028547088727066,688.1134547881668,1.4601,2.7197
180.0,3.5,2700,1,21.94811631525371,457.47145896879556,1.5021,4.0909
180.0,3.5,2700,1,21.12976373349612,627.4351370782972,1.469,2.9827
180.0,3.5,2700,1,19.750558361840493,584.2933786834546,1.4932,3.2029
180.0,3.5,2700,0,21.418578484942792,459.4890612190287,1.6131,2.2627
180.0,3.5,2700,0,27.181490386007482,741.2125572290287,1.6312,1.4027
180.0,3.5,2700,0,19.17132785080936,548.7415345971709,1.6119,1.8947
180.0,3.5,2700,2,25.797074930587698,596.0333465642105,1.393,4.3609
180.0,3.5,2700,1,29.69655040022171,612.5039982482049,1.4678,3.0554
180.0,3.5,2700,0,20.51163860606626,518.110089793877,1.64,2.0067
180.0,3.5,2700,0,31.54264340133959,577.6673358039938,1.6426,1.7998
180.0,3.5,2700,0,25.35895062990224,636.1620588628714,1.6378,1.6343
180.0,3.5,2700,0,25.494042784961284,415.2341044043214,1.6153,2.5039
180.0,3.5,2700,2,19.243167151229805,635.3455377466993,1.3947,4.0911
180.0,3.5,2700,1,22.234809246072196,700.974217628475,1.4589,2.6698
180.0,3.5,2700,0,19.08783641592635,619.8986935176738,1.6118,1.6772
180.0,3.5,2700,0,29.510819824142548,455.8284374519055,1.6257,2.2809
180.0,3.5,2700,2,28.606512170574298,598.1396413405506,1.3715,4.3456
180.0,3.5,2700,1,29.958723063085245,400.1568831571913,1.5067,4.6768
180.0,3.5,2700,0,27.69207215972293,468.38727160460695,1.6288,2.2197
180.0,3.5,2700,0,19.66677527684341,535.0183862630442,1.6267,1.9433
180.0,3.5,2700,2,21.17876715025511,508.8579692832403,1.3359,5.108
180.0,3.5,2700,0,30.227603522420097,622.7333098326624,1.6379,1.6696
180.0,3.5,2700,0,26.733353244859302,723.063986240212,1.6341,1.4379
180.0,3.5,2700,1,25.335417098009877,495.81064168843784,1.5134,3.7745
180.0,3.5,2700,1,29.78296005326665,433.3394933751022,1.4597,4.3187
180.0,3.5,2700,1,21.07927798072149,600.8733305318706,1.5174,3.1146
180.0,3.5,2700,0,26.085247647591924,584.4705770374683,1.612,1.7789
180.0,3.5,2700,1,25.863208632545604,352.679772937621,1.4627,5.3064
180.0,3.5,2700,0,18.205073355700605,503.3070378138188,1.6177,2.0657
180.0,3.5,2700,0,25.82596911730276,376.0440382579474,1.6296,2.7648
180.0,3.5,2700,1,18.82721027874816,396.99387027961063,1.4619,4.7141
180.0,3.5,2700,1,30.448215129082676,629.7109304442619,1.504,2.9719
180.0,3.5,2700,1,28.97417803119575,734.9381907810473,1.4835,2.5464
180.0,3.5,2700,1,24.809329079129704,475.5171131578392,1.472,3.9356
180.0,3.5,2700,2,29.189775490922244,414.49695313640933,1.3707,6.2709
180.0,3.5,2700,0,19.22522912599516,447.220629813314,1.6109,2.3248
180.0,3.5,2700,0,22.796953795686797,683.8986867420749,1.6162,1.5203
180.0,3.5,2700,1,21.54088240752135,400.02472446457904,1.4993,4.6784
180.0,3.5,2700,1,18.8635655790128,405.07174974185534,1.4614,4.6201
180.0,3.5,2700,1,26.139880121332133,601.7883640160816,1.4718,3.1098
180.0,3.5,2700,2,23.302713323156695,598.6476564771058,1.3414,4.3419
180.0,3.5,2700,0,22.80625979999772,500.2421739514925,1.6282,2.0784
180.0,3.5,2700,2,24.83966258104082,552.3900155075547,1.4025,4.7055
180.0,3.5,2700,1,20.90370162882968,374.7554649207009,1.4787,4.9938
180.0,3.5,2700,0,29.84866328157704,621.6925688501353,1.6327,1.6724
180.0,3.5,2700,0,27.795696194729462,365.63622496080137,1.6369,2.8435
180.0,3.5,2700,1,22.961873140889217,423.12282501856066,1.4687,4.423
180.0,3.5,2700,1,24.567157302429564,420.2757096288716,1.4878,4.4529
180.0,3.5,2700,0,25.907146615817137,356.1016378249621,1.6255,2.9197
180.0,3.5,2700,0,25.0377659600348,393.90932961507394,1.6254,2.6394
180.0,3.5,2700,0,25.19197753565783,637.7250463277637,1.6164,1.6303
180.0,3.5,2700,0,25.614432325036155,567.6671504849468,1.6344,1.8315
180.0,3.5,2700,0,22.415028932043615,364.53326469258076,1.6326,2.8521
180.0,3.5,2700,1,18.360059521146592,458.0918037236315,1.4618,4.0853
180.0,3.5,2700,1,23.453353465558056,451.3567863721817,1.5047,4.1463
180.0,3.5,2700,2,28.94179503715855,470.7952789670197,1.33,5.521
180.0,3.5,2700,1,18.478733843890133,485.9355785879301,1.5153,3.8512
180.0,3.5,2700,1,24.428966201171555,615.5492864777103,1.4764,3.0403
180.0,3.5,2700,0,20.531395275401714,669.1127350537131,1.6199,1.5538
180.0,3.5,2700,2,21.269103598210975,573.6778741037126,1.3309,4.5309
180.0,3.5,2700,1,21.526537044669542,547.2052756146471,1.507,3.42
180.0,3.5,2700,2,25.457419504194885,553.2272093855004,1.3971,4.6983
180.0,3.5,2700,1,26.795222770997288,686.5218801034162,1.5105,2.726
180.0,3.5,2700,0,28.139109498844693,638.8826143469125,1.6366,1.6274
180.0,3.5,2700,1,28.089355281997754,637.6856551547344,1.4963,2.9348
180.0,3.5,2700,0,24.295057979954684,533.4997435842826,1.6147,1.9488
180.0,3.5,2700,2,28.959688313708952,572.5346671824303,1.3549,4.5399
180.0,3.5,2700,2,29.405159539733802,583.814318884623,1.393,4.4522
180.0,3.5,2700,2,21.339379246316092,487.12952050335576,1.3947,5.3358
180.0,3.5,2700,1,27.47040928954561,732.5232831948313,1.4932,2.5548
180.0,3.5,2700,2,30.59995671359313,397.4057368205306,1.3746,6.5405
180.0,3.5,2700,1,22.49820105658506,578.9617917142864,1.4988,3.2324
180.0,3.5,2700,2,25.96727807348165,407.07743260290465,1.3979,6.3851
180.0,3.5,2700,2,18.613725989939432,378.3126984515118,1.3611,6.8706
180.0,3.5,2700,0,28.921008427247433,687.3483890438351,1.6208,1.5126
180.0,3.5,2700,2,28.18697661376235,633.9455238569046,1.3432,4.1001
180.0,3.5,2700,1,19.914837773059286,563.7371187678418,1.4983,3.3197
180.0,3.5,2700,2,28.966490543707483,457.67767322458235,1.3652,5.6792
180.0,3.5,2700,1,28.474797963822702,389.92012847755893,1.4608,4.7996
180.0,3.5,2700,2,24.775608783608924,477.1956700882809,1.3713,5.4469
180.0,3.5,2700,0,30.288383951008854,533.918539286041,1.6159,1.9473
180.0,3.5,2700,1,21.638446619695216,426.1821970247122,1.4801,4.3912
180.0,3.5,2700,2,27.076880887307276,525.8191840901427,1.3639,4.9432
180.0,3.5,2700,0,30.730073154558752,716.9479361046583,1.6414,1.4502
180.0,3.5,2700,2,18.549348670065132,489.6628556706757,1.3961,5.3082
180.0,3.5,2700,1,22.045219896928156,395.9008330435185,1.4668,4.7271
180.0,3.5,2700,2,23.858599498043287,600.9363568532551,1.3813,4.3253
180.0,3.5,2700,0,27.255927521429363,587.3596293710448,1.642,1.7701
180.0,3.5,2700,2,21.136241210020096,387.236996574457,1.3834,6.7123
180.0,3.5,2700,2,23.017640642235946,421.9722432757114,1.3489,6.1598
180.0,3.5,2700,2,20.43765896862029,414.4618368683742,1.4031,6.2714
385.0,9.0,8940,0,30.727408560944703,738.5477508767285,1.5891,1.6129
385.0,9.0,8940,0,26.03142710711011,364.4879601166274,1.614,3.2681
385.0,9.0,8940,2,29.650616654779085,673.3791983774818,1.2952,4.4224
385.0,9.0,8940,1,27.619765631093436,728.5485432354824,1.4521,2.943
385.0,9.0,8940,2,22.40894790187754,407.48896794038166,1.2693,7.308
385.0,9.0,8940,2,30.58004376177379,474.7053926283355,1.3396,6.2732
385.0,9.0,8940,0,30.58068477827459,716.1099976016749,1.609,1.6634
385.0,9.0,8940,0,20.568013289199598,714.9213438794968,1.592,1.6662
385.0,9.0,8940,2,19.021099149194477,493.6781941683072,1.274,6.0321
385.0,9.0,8940,2,30.236225410702147,552.6768196523268,1.2761,5.3882
385.0,9.0,8940,1,24.794288111134794,609.8040735105319,1.4544,3.516
385.0,9.0,8940,1,22.12078756343079,425.76427322605,1.4778,5.0359
385.0,9.0,8940,1,21.337534778294433,672.5941611374489,1.4428,3.1878
385.0,9.0,8940,2,28.43995371925645,699.4483129475116,1.2642,4.2575
385.0,9.0,8940,0,24.87622003228703,689.1613477070102,1.6105,1.7284
385.0,9.0,8940,1,22.82114850201537,456.1589152289828,1.4094,4.7003
385.0,9.0,8940,2,29.094634293393895,585.149063650713,1.2626,5.0892
385.0,9.0,8940,2,30.273863346623394,516.3838145796176,1.3477,5.7669
385.0,9.0,8940,1,20.210904182465057,444.20107878151373,1.4532,4.8269
385.0,9.0,8940,0,21.784162577365578,376.9788484474709,1.6115,3.1598
385.0,9.0,8940,0,31.852277373802345,412.1097130959975,1.6004,2.8904
385.0,9.0,8940,1,27.229829993245282,464.6669994650401,1.45,4.6143
385.0,9.0,8940,2,25.256005206474818,363.25978344944076,1.3481,8.1978
385.0,9.0,8940,1,18.709165928769156,494.95979105433315,1.4127,4.3319
385.0,9.0,8940,0,18.423386958106153,617.2531919333127,1.5884,1.9298
385.0,9.0,8940,0,22.634885965078066,717.5235463100195,1.598,1.6601
385.0,9.0,8940,1,18.829046308988705,453.3267122796627,1.4457,4.7297
385.0,9.0,8940,0,18.53591493502675,731.2047573260885,1.6092,1.629
385.0,9.0,8940,2,30.213133222711512,604.3442547685128,1.2965,4.9275
385.0,9.0,8940,2,24.151074817083323,633.0663533599547,1.3321,4.704
385.0,9.0,8940,2,22.49940767804157,744.3799732409614,1.289,4.0005
385.0,9.0,8940,2,23.372204641367556,539.80791044996,1.3359,5.5166
385.0,9.0,8940,0,19.967611717924253,536.4752395969577,1.6205,2.2204
385.0,9.0,8940,2,31.23242130095986,571.02016572095,1.2795,5.2151
385.0,9.0,8940,2,22.331514876531855,581.5903637008555,1.3247,5.1203
385.0,9.0,8940,1,20.35425607262705,605.3808913705777,1.4515,3.5417
385.0,9.0,8940,2,30.756032361777923,469.53365852422206,1.3351,6.3423
385.0,9.0,8940,1,24.336789129417376,489.1030468897976,1.4427,4.3837
385.0,9.0,8940,0,18.61386441243481,350.9595567010368,1.5989,3.394
385.0,9.0,8940,2,27.15051751129368,440.00496729990687,1.2849,6.7679
385.0,9.0,8940,1,23.76782763609247,650.0400897290186,1.4447,3.2984
385.0,9.0,8940,2,22.023860559539667,420.53778315108866,1.2779,7.0812
385.0,9.0,8940,1,19.886455973816258,480.43538313074123,1.4725,4.4628
385.0,9.0,8940,0,26.296219912841376,699.4813366824521,1.6126,1.7029
385.0,9.0,8940,1,27.802428116859225,624.6385540339862,1.4643,3.4325
385.0,9.0,8940,0,24.83892421884192,501.4096054731824,1.5883,2.3756
385.0,9.0,8940,2,18.326481236797896,606.294166157631,1.2899,4.9117
385.0,9.0,8940,1,31.712919013841848,454.9981160438922,1.4185,4.7123
385.0,9.0,8940,2,24.050889502307015,512.5165551766815,1.2891,5.8104
385.0,9.0,8940,2,31.435370523937284,354.83951387699375,1.2872,8.3923
385.0,9.0,8940,1,20.264809432490562,544.7410980477171,1.4691,3.936
385.0,9.0,8940,2,22.884726670971602,708.7914741225292,1.3403,4.2014
385.0,9.0,8940,0,25.08086168583948,603.0680740632482,1.589,1.9752
385.0,9.0,8940,2,19.826842216252277,615.250367210567,1.2923,4.8402
385.0,9.0,8940,0,20.584134576530754,686.8533145734189,1.6179,1.7342
385.0,9.0,8940,1,23.519412015748227,534.7568526086069,1.4435,4.0095
385.0,9.0,8940,1,21.694218583940216,662.352237641751,1.4196,3.2371
385.0,9.0,8940,0,31.99076371462597,641.2742573246146,1.6122,1.8575
385.0,9.0,8940,0,24.445839710397713,478.33911107409995,1.6208,2.4902
385.0,9.0,8940,2,22.061954052390753,678.0433869151198,1.342,4.3919
385.0,9.0,8940,2,19.711086444012494,495.3048142267426,1.301,6.0123
385.0,9.0,8940,2,22.218875087420876,608.769488114623,1.2653,4.8917
385.0,9.0,8940,0,21.315735576348576,723.5055587284261,1.5848,1.6464
385.0,9.0,8940,0,25.341602273939706,491.5344243753873,1.5828,2.4234
385.0,9.0,8940,0,29.943940358713277,514.7230363946918,1.6023,2.3142
385.0,9.0,8940,0,27.023471918923853,409.3574757934957,1.6038,2.9098
385.0,9.0,8940,1,23.86469289337532,687.675275239169,1.4309,3.1179
385.0,9.0,8940,0,21.570297810431136,598.5287191204671,1.5938,1.9902
385.0,9.0,8940,1,23.10754021684576,664.0726486203658,1.4236,3.2287
385.0,9.0,8940,0,20.665198710559807,704.6422552241263,1.5839,1.6905
385.0,9.0,8940,2,24.203670803220213,708.9812884110202,1.2549,4.2003
385.0,9.0,8940,0,23.45957017102124,617.9447942049597,1.604,1.9276
385.0,9.0,8940,0,22.279016741681197,717.5093064541963,1.5952,1.6601
385.0,9.0,8940,2,19.67364630463442,461.54751210675073,1.3167,6.452
385.0,9.0,8940,1,25.704415587815042,412.40372932510144,1.4447,5.199
385.0,9.0,8940,1,28.413875815754402,609.9785680929585,1.4081,3.515
385.0,9.0,8940,0,23.0403978519307,654.3649341858643,1.597,1.8203
385.0,9.0,8940,1,23.4018419256619,670.0128536430669,1.421,3.2001
385.0,9.0,8940,1,29.389830272837255,636.4731755097134,1.4161,3.3687
385.0,9.0,8940,2,29.507962675466388,645.6345629865921,1.3445,4.6124
385.0,9.0,8940,2,25.070414689797673,543.6036559211941,1.2876,5.4781
